,COV1_S25,COV2_S26,COV3_S27,COV4_S28,COV5_S29,COV6_S30,COV7_S31,Neg11_S3,Neg12_S3,Neg13_S3,Neg15_S3,Neg16_S4,Neg18_S4,Neg19_S4,Neg21_S4,Neg22_S4,Neg9_S33,Neg10_S3,Neg14_S3,Neg17_S4,Neg20_S4,Neg23_S4,Neg8_S32
STT3B,47.16,72.57,82.99,154.94,67.31,115.95,63.82,44.86,67.99,35.72,50.56,81.78,48.47,39.4,62.63,52.65,46.15,200.81,54.69,42.44,52.47,66.7,41.99
STUB1,166.96,147.41,97.17,130.46,182.14,155.34,215.16,63.95,91.25,131.24,121.02,106.07,121.77,93.55,96.98,129.58,81.73,149.89,95.77,62.98,127.11,89.6,84.6
STUB1.DT,1.5,0.09,0.13,0.03,0.04,0.26,1.12,0.15,0.15,0.17,0,0.08,0.19,0,0,0.35,0.06,0.18,0,0,0.49,0.03,0
STUM,0.03,0.35,0.06,0.47,0.13,0.82,0.46,0.1,0.13,0.06,0.38,0.3,0.24,0.19,0.11,0.81,0.16,0.06,0.14,0.41,0.03,0.29,0.12
STX10,85.26,90.91,106.35,60.42,63.51,53.35,72.75,50.78,80.97,82.55,65.52,56.77,65.99,46.53,62.38,73.06,48.89,57.76,73,50.85,32,54.94,31
STX11,0.5,4.72,7.29,4.24,2.36,7.48,0.16,0.56,4.33,3.11,7.37,4.18,8.12,4.13,3.69,1.19,3.87,2.01,2.46,3.84,1.65,4.9,4.82
STX12,25.5,29.89,43.98,27.48,29.12,19.59,37.77,13.68,36.31,15.99,54.57,34.61,38.94,18.71,36.22,28.05,17.96,17.21,24.72,11.52,9.96,35.02,32.04
STX16,73.28,61.32,62.07,53.96,42.61,64.02,104.28,65.73,40.22,27.63,45.99,77.6,46.72,46.08,57.01,101.22,32.23,54.83,38.21,37.57,27.78,48.74,47.18
STX16.NPEPL1,5.7,9.82,11.94,7.84,5.83,9.01,11.96,1.56,4.91,1.82,4.05,7.03,4.44,3.38,5.62,14.81,3.03,1.54,2.99,1.72,0.93,6.45,8.05
STX17,11.53,8.47,10.79,10.53,11.17,9.13,20.37,5.4,8.59,4.76,12.21,9.38,7.57,6.08,9.75,19.89,6.26,5.55,10.13,10.11,5.33,7.62,5.02
STX18,32.81,29.32,28.53,38.53,33.68,18.18,52.38,43.07,39.8,24.09,23.54,28.41,29.08,21.48,38.8,29.7,17.35,29.04,19.58,12.9,11.87,24.54,19.6
STX18.AS1,5.8,3.05,2.11,1.9,2.86,0.98,7.45,2.28,2.07,1.83,1.31,3.37,2.45,1.26,2.96,4.65,1.43,3.4,3.77,1.39,3,1.78,0.9
STX18.IT1,0,0,0.2,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
